id,gold,pred,latency_ms,expert_id
315,14,10,17296.4,2
316,156,56,14568.3,2
317,12,36,5394.6,2
318,123,45,57090.8,2
319,15,135,58066.9,2
320,8,4,55983.6,2
321,1,3,5431.6,2
322,9,72,58148.3,2
323,75,15845,8668.9,2
324,14,17,7665.8,2
325,224000,160000,4701.4,2
326,14,3,12871.8,2
327,31,24,9072.2,2
328,2,12,1519.9,2
329,14,14,57988.7,2
330,31,38.7,8908.3,2
331,8400,400,56040.4,2
332,44,44,13880.9,2
333,100,1050,56918.3,2
334,6,10,8743.4,2
335,310,310,10252.9,2
336,72,25,56139.6,2
337,1,-5,56032.5,2
338,60,100,3473.6,2
339,160,120,57254.4,2
340,4,5,55816.5,2
341,260,240,25061.0,2
342,87,111,56159.1,2
343,180000,20,15444.9,2
344,2,1,2130.5,2
345,310,1,56558.4,2
346,9,108,1502.7,2
347,36,60,56952.8,2
348,10,200,824.2,2
349,2640,3360,15072.2,2
350,8,10,9293.4,2
351,10,200,601.7,2
352,21,1,56521.1,2
353,20,12,55817.2,2
354,45,115,24148.1,2
355,34,34,22477.5,2
356,21,13,56082.1,2
357,2,3,4751.9,2
358,20,125,55817.3,2
359,4,5,9108.9,2
360,25,40,8025.1,2
361,20,12,2510.6,2
362,23,12,15709.0,2
363,6,4,11764.6,2
364,49,13,767.1,2
365,18,12,4204.7,2
366,9,9,7052.0,2
367,19,10,756.5,2
368,18,10,10456.9,2
369,1198,884.15,9386.8,2
370,320,80,56135.2,2
371,50,5,3867.3,2
372,5,5,57179.4,2
373,240000,280000,56341.6,2
374,45,,55872.7,2
375,48,48,6073.0,2
376,15,10,533.5,2
377,50,36,2737.1,2
378,15,25,1632.2,2
379,21,21,8620.2,2
380,803,720,5343.1,2
381,67,67,55960.8,2
382,350,350,15836.8,2
383,2,12,1685.4,2
384,32,20,56363.6,2
385,16,100,55841.2,2
386,80,82,2952.8,2
387,36,24,55885.4,2
388,88,88,7172.6,2
389,6,180,9173.5,2
390,12,144,69595.2,2
391,15,6,58125.2,2
392,34,60,59636.6,2
393,20,4,56971.2,2
394,92,32,32979.2,2
395,38,23,23123.8,2
396,3,5,19066.6,2
397,25,20,10240.7,2
398,168,12,56465.9,2
399,12,43,56205.6,2
400,48,6,56256.0,2
401,14400,,15503.9,2
402,4,2,703.7,2
403,81,1800,55939.1,2
404,22,30,56014.4,2
405,50,105,8964.1,2
406,200,100,57151.3,2
407,2000,8000,1831.0,2
408,20,50,9060.0,2
409,168000,120000,1773.0,2
410,3,1,56194.6,2
411,1110,650,55834.8,2
412,5,9,58191.4,2
413,25,5,58050.0,2
414,56,56,6683.7,2
415,350,144,55885.0,2
416,56,180,56223.5,2
417,3140,12000,3053.6,2
418,40,1,58222.2,2
419,3000,17000,55566.8,2
420,17000,6000,9060.4,2
421,12,14,8541.9,2
422,284,1200,3690.1,2
423,8,14,56738.8,2
424,570,,57809.2,2
425,150,270,12118.8,2
426,11,10,7222.9,2
427,150,150,795.4,2
428,26,12,746.0,2
429,13,13,7009.1,2
430,132,100,55850.7,2
431,1,11,7916.9,2
432,30,100,4724.1,2
433,6,24,6986.5,2
434,5,15,1134.3,2
435,5,10,1905.5,2
436,15,2,55887.5,2
437,7,4,55607.9,2
438,2,0,3642.7,2
439,17,10,12049.8,2
440,98,3,56254.6,2
441,80,10,55767.7,2
442,49,37,15197.3,2
443,59,8,12571.4,2
444,20,19,10686.9,2
445,6,8610,13548.3,2
446,2,2,12524.0,2
447,5,5,4572.9,2
448,539,155,14414.9,2
449,112,100,8360.5,2
450,4,1.50,55789.5,2
451,11050,50,13839.7,2
452,50,60,55865.9,2
453,6400,10800,941.9,2
454,150,120,4123.3,2
455,1920,2400,55741.9,2
456,78,105,804.9,2
457,45,100,2615.9,2
458,35,25,320.7,2
459,2,10,759.6,2
460,84,1200,55757.7,2
461,9,100,55564.0,2
462,71,71,55723.6,2
463,18,3,695.7,2
464,6,10,2500.8,2
465,30,100,55957.8,2
466,1,1,56259.0,2
467,1200,64,21543.7,2
468,120,70,55885.9,2
469,4,12,56130.8,2
470,3,1,56020.4,2
471,80,80,16740.0,2
472,6,10,2394.7,2
473,10,100,798.1,2
474,80,100,56179.8,2
475,20,10,755.0,2
476,5,30,55737.2,2
477,20,30,57260.9,2
478,621,621,27971.3,2
479,15400,19500,18217.9,2
480,11,12,4173.8,2
481,84,20,3021.4,2
482,26,26,6793.6,2
483,40,40,9980.9,2
484,240,240,7108.2,2
485,220,3,6330.3,2
486,6,6,56388.4,2
487,4,10,773.1,2
488,6,12,4772.7,2
489,-10,10,14692.4,2
490,4,4,3804.2,2
491,16,16,756.0,2
492,32,32,12814.4,2
493,25,2,55728.0,2
494,21,53,10642.7,2
495,200,200,55572.2,2
496,38,50,10850.4,2
497,112,14,59476.6,2
498,40,10,2826.7,2
499,10,88,36505.0,2
500,16,4,55882.2,2
501,273,273,13006.9,2
502,26,3,55957.8,2
503,18,2,58222.0,2
504,2,3,1864.0,2
505,600,120,591.9,2
506,144,720,55913.9,2
507,2,2.00,14616.8,2
508,120,50,55588.6,2
509,4,6,9213.8,2
510,525,100,1991.3,2
511,110,110,4814.2,2
512,120,1200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,56039.3,2
513,300,500,55602.9,2
514,90000,90000,55852.9,2
515,160,32,7063.7,2
516,375,6,55707.7,2
517,18,2,58493.6,2
518,32,100,57964.4,2
519,280,100,1611.4,2
520,63,10,55879.1,2
521,39,24,755.0,2
522,29,29,15105.2,2
523,74,66,11229.5,2
524,9,9,7287.7,2
525,12,18,5583.1,2
526,21,180,55961.6,2
527,48,120,3382.2,2
528,172,30,1900.8,2
529,11,8,10535.7,2
530,36,44,55835.0,2
531,66,100,58191.3,2
532,25,10,55658.2,2
533,300,1200,864.0,2
534,300,12,2809.9,2
535,16,10,7330.8,2
536,8,14,55983.3,2
537,188,100,12160.9,2
538,18,105,798.8,2
539,35,60,7515.7,2
540,39,20,55809.1,2
541,50,60,37417.7,2
542,7,2,57059.7,2
543,6,6,17085.8,2
544,80,80,533.4,2
545,30,600,10605.2,2
546,130,365,55974.1,2
547,81,6,6374.5,2
548,100,200,56850.1,2
549,398,2,56080.2,2
550,27,18,2992.1,2
551,17,17.00,12919.3,2
552,450,900,7816.2,2
553,92,180,58479.2,2
554,54,3,57696.1,2
555,2,8,58191.1,2
556,160,120,6750.0,2
557,70,30,924.1,2
558,3,12,6580.5,2
559,16,20,6323.6,2
560,45,48,530.9,2
561,180,3,56185.4,2
562,82,10,56184.1,2
563,12,12,529.1,2
564,240,100.75,55893.5,2
565,5,3,56496.5,2
566,10,12,2498.0,2
567,9,10,59435.0,2
568,175,155,57966.1,2
569,21,63,11656.6,2
570,23,70,55958.0,2
571,308,142,56633.1,2
572,100,480,13055.1,2
573,600,6,10805.5,2
574,37,53,55546.7,2
575,36,54,56787.8,2
576,11232,1800,3776.7,2
577,40,47,11101.1,2
578,48,100,57675.2,2
579,7,8,700.3,2
580,500,453,7350.1,2
581,215,225,6822.4,2
582,129200,800,55743.0,2
583,120,100,55877.7,2
584,2,3,55765.3,2
585,40,200,55954.3,2
586,800,1,55807.5,2
587,30,150,56414.4,2
588,52,50.5,646.3,2
589,15,7.5,55987.3,2
590,319,128,10397.1,2
591,220,1120,648.4,2
592,1,1,5443.4,2
593,3,10,1960.6,2
594,42,4200,14887.6,2
595,13,5,55947.2,2
596,260,260,14333.9,2
597,90,2,5037.6,2
598,69,126,820.9,2
599,48,48,18664.6,2
600,10,7.5,825.4,2
601,104,84,18093.1,2
602,5,2,7304.0,2
603,1800,12,58245.2,2
604,12,12,7091.8,2
605,42,13.5,10019.1,2
606,6,.00316,55843.8,2
607,10,2.00,14922.3,2
608,8,60,55629.4,2
609,7,12,13188.9,2
610,960,67760,56591.6,2
611,0,1250000,12214.8,2
612,30,16,55979.0,2
613,93000,90000,57281.7,2
614,312,312,7334.7,2
615,33,19,13319.8,2
616,10,6,58424.1,2
617,5,5,6151.6,2
618,36,120,56025.9,2
619,76,120,55773.7,2
620,1509,356,56062.5,2
621,3000,3000,13326.8,2
622,7,10,9444.6,2
623,8,4,58411.6,2
624,85,27,55879.1,2
625,160,11,58028.3,2
626,72,12,8866.3,2
627,54,54,19685.7,2
628,4,10,753.1,2
629,17500,100,55907.7,2
630,10,2,56000.6,2
631,4800,12000,1461.4,2
632,45,48,2452.9,2
633,5,2,1518.0,2
634,14,14,5602.0,2
635,4,5,6843.4,2
636,1050,1000,55964.8,2
637,17,9.4,9817.4,2
638,12,3,55999.9,2
639,216,36,5965.1,2
640,500,20,6703.2,2
641,262500,24000,6840.2,2
642,800,10000,916.2,2
643,840,840,14050.1,2
644,29,27,58022.5,2
645,48,48,5816.3,2
646,79,79,58316.3,2
647,10,12,10313.1,2
648,54,28,56190.4,2
649,162000,100000,7687.3,2
650,142,10,55919.5,2
651,2100,1200,871.7,2
652,75,105,15022.7,2
653,80,220,7094.6,2
654,2,16,540.9,2
655,10,10,4614.7,2
656,10,10,2381.9,2
657,330000,1200000,2480.5,2
658,120,100,7543.4,2
659,3,2,56607.6,2
660,15,10,765.2,2
661,44,49,14300.2,2
662,7,11.00,9898.0,2
663,193,198,1901.3,2
664,32,12,748.9,2
665,360,90,55885.2,2
666,120,240,56251.8,2
667,53,57,56266.2,2
668,3,1200,56022.9,2
669,132,16,56503.4,2
670,4,2,8704.2,2
671,4,10,56169.7,2
672,2,19,11438.8,2
673,9,3,55895.9,2
674,12,60,56110.4,2
675,33,16,5970.9,2
676,240,1200,2939.2,2
677,36,144,16309.6,2
678,120,150,19114.1,2
679,576,12,758.3,2
680,20,80,8038.7,2
681,298,32,55585.2,2
682,80,110,8690.6,2
683,50,40,18716.6,2
684,11,11,55997.8,2
685,14,14,8229.3,2
686,80,80,8325.1,2
687,13,14,56240.9,2
688,100,10,5637.4,2
689,7,32.00,20908.2,2
690,5760,10,60241.3,2
691,25,75,9254.2,2
692,32,19,19029.3,2
693,68,60,8764.4,2
694,9,57,18372.0,2
695,5,20,749.7,2
696,145,160,20759.3,2
697,27,81,56192.9,2
698,720,620.00,13659.4,2
699,8,18,759.4,2
700,135,315,8693.5,2
701,200,700,32426.5,2
702,2800,2,55957.1,2
703,50,26,13851.1,2
704,50,10,55751.4,2
705,120,120,9189.8,2
706,9,3,56215.8,2
707,8,20,1673.3,2
708,168,240,5022.2,2
709,3000,48,57933.4,2
710,45,36.00,22931.3,2
711,6,6,13710.0,2
712,14,100,3496.2,2
713,576,432,5518.6,2
714,10,10,11261.4,2
715,385000,70000,919.9,2
716,770,162,6612.9,2
717,5,6.5,9917.9,2
718,2,5,55669.6,2
719,175,100,7665.0,2
720,4,7,56101.3,2
721,2450,36000,55776.6,2
722,255,1050,9644.7,2
723,160,147,56267.2,2
724,18,672,25556.5,2
725,25,12,1260.5,2
726,10,9,56443.3,2
727,112,320,20211.9,2
728,40,60,752.0,2
729,1000,0,58009.1,2
730,8,6,1348.6,2
731,1,12,2658.8,2
732,87,59,55937.5,2
733,5,3,56335.0,2
734,17,19,14698.9,2
735,50,20,7269.7,2
736,3,10,8432.7,2
737,2,12,56611.0,2
738,4,12,25566.9,2
739,98,100,1607.2,2
740,25,20,58063.4,2
741,28,28,10622.9,2
742,24,40,18470.2,2
743,8,8,10832.1,2
744,4,4,56024.6,2
745,1100,12000,57143.7,2
746,28,440,56288.5,2
747,350,50,6264.0,2
748,336,112,56068.2,2
749,3,,55843.5,2
750,4000,16000,56699.4,2
751,43,40,776.3,2
752,240,33.32,5906.5,2
753,128,108,60672.2,2
754,89,120,7794.5,2
755,7,8,693.9,2
756,22,11,15891.7,2
757,75,100,58041.9,2
758,133,70,56959.0,2
759,60000,20000,56324.7,2
760,16,2,56062.3,2
761,27,3,55484.6,2
762,85,130,55766.1,2
763,100,100,55862.4,2
764,14,15,57611.3,2
765,490,320,826.0,2
766,12,12,6715.8,2
767,60,7,23705.3,2
768,675,300,57990.0,2
769,110,15,57895.1,2
770,4,3,2684.0,2
771,3,3,697.9,2
772,50,50,17058.3,2
773,10,20,7438.9,2
774,10,6,16113.2,2
775,276,100,8066.8,2
776,800,800,825.1,2
777,4400,3,56083.6,2
778,38,1.00,56265.1,2
779,255,100,8755.9,2
780,25,100,59161.3,2
781,17,12,3314.6,2
782,54,20,56786.5,2
783,4,10,4771.2,2
784,15,150,5697.8,2
785,155,240,41933.1,2
786,142,142,11208.0,2
787,25,5,56056.9,2
788,100,100,4942.4,2
789,4,10,3262.4,2
790,108,20,14276.3,2
791,100,100,58154.4,2
792,75,75,11188.8,2
793,250,220,3263.7,2
794,32,32,10374.5,2
795,20,30.00,58225.6,2
796,2880000,0,57457.0,2
797,540,40,11718.4,2
798,20,1000,648.8,2
799,4,4,10307.8,2
800,428,428,7044.3,2
801,1240,60,55774.4,2
802,6,12,752.6,2
803,9,30,11059.2,2
804,20,2,56516.5,2
805,1170,1800,56351.2,2
806,70,54,3363.5,2
807,4,1728,18671.6,2
808,12,12,57149.5,2
809,50,50,6550.5,2
810,310,14,10079.2,2
811,60,24,4087.7,2
812,79,101,21526.5,2
813,7,10,10228.3,2
814,11,120,6019.0,2
815,4,16,748.0,2
816,4500,4500,8945.1,2
817,15,55,2741.7,2
818,16,40,60511.9,2
819,250,150,56225.5,2
820,720,4,61513.9,2
821,35,32,58742.0,2
822,1260,1260,7964.2,2
823,14,18,9131.5,2
824,52,.75,56184.3,2
825,153,322,56212.5,2
826,27,27,11726.8,2
827,11,992,24981.8,2
828,60,60,6049.4,2
829,0,,4828.3,2
830,1128,10.8,15339.4,2
831,324,165,58285.8,2
832,42,32,2714.4,2
833,40,1200,3657.0,2
834,80,48,539.2,2
835,48,18,14634.9,2
836,140,100,14143.7,2
837,120,830,21416.8,2
838,15,15,56089.2,2
839,2,5,4775.6,2
840,16,180,58072.1,2
841,5600,18000,55734.6,2
842,10,30,56079.3,2
843,19,10,4484.2,2
844,180,180,59866.9,2
845,12,13,5735.0,2
846,11,10,19705.4,2
847,975,1800,10331.5,2
848,10,50,55778.8,2
849,75,2.5,6210.7,2
850,70,70,7774.1,2
851,110,110,55950.4,2
852,123,27,13354.4,2
853,15,2,55990.6,2
854,144,60,9059.7,2
855,13,25,55855.0,2
856,7,3,1890.2,2
857,14000,10000,6312.9,2
858,3430,180,816.5,2
859,1520,20,56127.0,2
860,3,,4711.3,2
861,30,1,55884.6,2
862,40,3,9122.3,2
863,110,30,57799.5,2
864,80,1200,6363.9,2
865,23,12,56431.8,2
866,28,48,3328.6,2
867,7,7,8674.7,2
868,15,15,55911.9,2
869,500,5,56096.4,2
870,40,120,8371.8,2
871,48,47,56990.5,2
872,13,5,55755.6,2
873,12,.03,56901.3,2
874,132,110,55978.1,2
875,60,18,56035.8,2
876,41,80,57274.9,2
877,7000,7000,8910.5,2
878,5,18,3162.0,2
879,575,575,23071.8,2
880,10,18.5,7852.7,2
881,16,3,55921.6,2
882,5,11,55896.1,2
883,25,40,56985.3,2
884,50,60,6380.3,2
885,500,625,1873.5,2
886,20,20,2212.5,2
887,34,34,7196.0,2
888,10,10,1885.2,2
889,15,90,8774.9,2
890,25,35,11344.8,2
891,55,12,57261.2,2
892,1,2,56856.2,2
893,480,1120,1291.9,2
894,26,100,56156.9,2
895,74,109,824.1,2
896,250,187.5,14956.4,2
897,1,15,6888.6,2
898,110,120,9032.4,2
899,16,16,5864.5,2
900,15,3,11447.7,2
901,1,3,58307.0,2
902,8,8.00,9374.9,2
903,16,10.5,857.6,2
904,8,24,6425.4,2
905,5,5,12374.0,2
906,10,4,56428.4,2
907,16,11,758.3,2
908,14,14,5448.4,2
909,38,24,56472.3,2
910,700,2,56017.2,2
911,64,448,56244.9,2
912,6,180,817.9,2
913,6,14,3111.4,2
914,3,30,56506.6,2
915,23,23,55979.0,2
916,14,10,3383.8,2
917,12,18,56146.9,2
918,56,20,929.5,2
919,90,240,60621.2,2
920,47,40,15357.9,2
921,4,4,5165.9,2
922,60,10,14282.9,2
923,2,9,8361.4,2
924,12,6,707.7,2
925,2000,7000,55966.8,2
926,1,1,1256.4,2
927,85000,,22383.6,2
928,60,30,12440.6,2
929,60,160,10440.3,2
930,14,11,774.4,2
931,50,40,992.5,2
932,24,8,17812.3,2
933,15,10,661.8,2
934,410,410,13695.1,2
935,64800,18000,2377.8,2
936,250,1000,882.5,2
937,159,120,56064.2,2
938,4,25,56568.5,2
939,650,1000,2663.4,2
940,280,35,761.3,2
941,842,1100,8194.9,2
942,205,118.75,9348.8,2
943,50,75,7177.4,2
944,34,34,11432.2,2
945,17,13,21417.3,2
946,450,130,8933.5,2
947,13,13,10082.2,2
948,15,10,8243.3,2
949,42,13,3889.7,2
950,5,20,752.8,2
951,300,150,3551.8,2
952,360,2400,862.0,2
953,452,10,4829.3,2
954,34,34,16078.2,2
955,100,200,5975.1,2
956,1,1,8171.9,2
957,45,15,57612.3,2
958,40,20,56338.7,2
959,7,12,58045.1,2
960,11,40,8270.6,2
961,225,135,5245.2,2
962,1000,1800,56620.8,2
963,147,100,55758.4,2
964,200,40,55978.5,2
965,374,446,15154.4,2
966,48,108,19018.5,2
967,30,20,13211.5,2
968,227,10800,600.9,2
969,1800,2700,5223.6,2
970,33,7,56141.0,2
971,100,90,57641.8,2
972,120,180,6544.1,2
973,79,29,57481.3,2
974,5,14,56094.0,2
975,20,20,55664.2,2
976,540,840,10838.9,2
977,4,2,55777.9,2
978,160,40,60401.8,2
979,50,38,57179.4,2
980,90,90,6817.6,2
981,7,12,3261.5,2
982,12,10,3065.1,2
983,15,6,57765.8,2
984,342,246,15025.6,2
985,63,63,5100.2,2
986,70,60,8115.1,2
987,3,12,749.3,2
988,6,5,55856.4,2
989,45,15,18469.7,2
990,14,12,56082.5,2
991,15,67,58000.7,2
992,52,75,1248.2,2
993,11,11,1897.5,2
994,2,60,58171.7,2
995,12,18,3966.6,2
996,3,10,3053.0,2
997,600,6600,8144.3,2
998,50,100,57363.2,2
999,25,100,811.7,2
1000,1,1,1188.0,2
1001,2,10,19316.6,2
1002,8,16,2719.3,2
1003,480,1050,856.1,2
1004,8,8,60316.9,2
1005,1490,78,23067.2,2
1006,826,8060,59782.7,2
1007,34,22,3054.3,2
1008,230,230,8962.3,2
1009,875,1500,56093.6,2
1010,5,5,14878.6,2
1011,6000,6000,26003.8,2
1012,94,5,55923.2,2
1013,2,10,65867.2,2
1014,3,.50,60389.5,2
1015,78,78,20448.8,2
1016,138,5,56958.0,2
1017,45,4,57068.6,2
1018,60,30,5941.2,2
1019,98,139,18646.6,2
1020,22,22,56747.1,2
1021,36,54,23729.3,2
1022,12,10,743.5,2
1023,77,77,55854.3,2
1024,300,100,55924.8,2
1025,30,32.5,3899.4,2
1026,43200,40,56762.5,2
1027,12,2,56655.5,2
1028,200,2000,55947.7,2
1029,34,100,808.9,2
1030,24,60,12388.8,2
1031,5,1,13711.2,2
1032,450,15,9930.6,2
1033,2,108,1838.1,2
1034,66,66,55952.9,2
1035,35,1800,14096.6,2
1036,10,8,55920.3,2
1037,10,12,7698.6,2
1038,4,10,3189.7,2
1039,160,52,55587.5,2
1040,736,2,55807.4,2
1041,101,100,1673.8,2
1042,3,1.5,59929.3,2
1043,130000,1000,56310.0,2
1044,1,.25,65245.8,2
1045,420,440,15680.8,2
1046,189,180,3207.0,2
1047,10,13,21790.2,2
1048,7400,4116,55881.2,2
